,image_path,q1,q2,response_1,response_2,Unnamed: 0.1,sentiment_1,sentiment_2,frame_id,,frame_url,camera_heading,captured_at,timezone_offset,h3_index_res12,thumbnail_url,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude,osm_info.osm_node_id_from,osm_info.osm_node_id_to,osm_info.road_type,h3_12,h3_index_res06,geometry
727792,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_949e15b3fcfd4e10b42128f79351e282.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a large puddle on the right side of the street.",,1,1,nlbx_949e15b3fcfd4e10b42128f79351e282,14206,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/9d799/fod_23461E5F-7DE2-4652-9293-90E867C24A0E.jpg,208.6437530517578,1695992327230,-14400,631243922728334335,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/9d799/fod_23461E5F-7DE2-4652-9293-90E867C24A0E.jpg,SOUTH_WEST,0.8118312358856201,DAYLIGHT,-73.948053,40.770433,5163802885,42451744,RESIDENTIAL,6.312439227283343e+17,604222325017018367,POINT (998638.6425167122 219970.77264622625)
728311,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fb70759e43f4a487b78db0f33a3518bb.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road and parking lot, indicating significant flooding.","Yes, the street in the image is flooded, with water reaching up to the wheels of the vehicles.",,1,1,nlbx_fb70759e43f4a487b78db0f33a3518bb,90635,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/776fe/fod_A4CE636F-4563-4E1E-800D-197D604BE392.jpg,317.751220703125,1695992415263,-14400,631243922741061119,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/776fe/fod_A4CE636F-4563-4E1E-800D-197D604BE392.jpg,NORTH_WEST,0.8662412166595459,DAYLIGHT,-73.920595,40.751712,8276812927,42800656,RESIDENTIAL,6.312439227410611e+17,604222325017018367,POINT (1006250.374370696 213155.82824291705)
728591,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_564560e583769cd3c9b0ae8844ba0462.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the roadway, which is evident from the depth of the water reaching the wheels of the vehicles.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road surface and the reflections of the vehicles on the wet pavement.",,1,1,nlbx_564560e583769cd3c9b0ae8844ba0462,64297,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/e9b5e/fod_2FE351FB-A4DB-4647-AC27-B08DCE0921BF.jpg,300.2923278808594,1695999894705,-14400,631243922720491007,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/e9b5e/fod_2FE351FB-A4DB-4647-AC27-B08DCE0921BF.jpg,NORTH_WEST,0.8455806970596313,DAYLIGHT,-73.9535,40.756512,2089938146,42423579,TRUNK,6.31243922720491e+17,604222325017018367,POINT (997132.5796161016 214898.0547980522)
728979,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6e03466dfe3efb1393c49e44e635237a.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles.","Yes, the street appears to be flooded, as evidenced by the water covering the road surface and the reflections on the wet pavement.",,1,1,nlbx_6e03466dfe3efb1393c49e44e635237a,35897,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/24c96/fod_0083B5F2-1E5B-408E-BDF5-F8099AD3747D.jpg,331.31195387891955,1695991070656,-14400,631243951172598783,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/24c96/fod_0083B5F2-1E5B-408E-BDF5-F8099AD3747D.jpg,NORTH_WEST,0.782944917678833,DAYLIGHT,-73.996778,40.669155,449388041,449388042,MOTORWAY,6.312439511725988e+17,604222353471176703,POINT (985143.7902584336 183067.77144470942)
729511,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_58ad18994bf8c9f65e55ff7a88cf930f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the wet surface.",,1,1,nlbx_58ad18994bf8c9f65e55ff7a88cf930f,4365,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/fb8e6/fod_35C0467B-3C27-4A59-8B05-1397D9AAABD6.jpg,348.1214599609375,1695999676125,-14400,631243950900266495,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/fb8e6/fod_35C0467B-3C27-4A59-8B05-1397D9AAABD6.jpg,NORTH,0.7659448385238647,DAYLIGHT,-73.905767,40.650197,7984456747,42516737,TERTIARY,6.312439509002665e+17,604222353202741247,POINT (1010398.5469641904 176174.93592804723)
729614,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_350aa234c85458f2ff7c6cac92b4105a.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, with water covering the road and vehicles partially submerged.",,1,1,nlbx_350aa234c85458f2ff7c6cac92b4105a,11370,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c3147/fod_4BC8F810-7118-4FE5-8406-239E8F1DE874.jpg,24.139205932617188,1695996993426,-14400,631243921979419135,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c3147/fod_4BC8F810-7118-4FE5-8406-239E8F1DE874.jpg,NORTH_EAST,0.704164445400238,DAYLIGHT,-73.911438,40.829075,42764695,42764732,SECONDARY,6.312439219794191e+17,604222324345929727,POINT (1008758.9655953052 241344.20289693287)
730704,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6baa8acd7cdfeacf6886b66f2baf348e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the streets, which is evident from the depth of the water reaching the wheels of the vehicles and the reflective surface it creates.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a fire truck with its lights on, likely responding to the flooding situation.",,1,1,nlbx_6baa8acd7cdfeacf6886b66f2baf348e,46878,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/2818b/fod_A739540F-D814-437B-88AC-453BBE0AB379.jpg,25.67295837402344,1695990151709,-14400,631243922894511615,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/2818b/fod_A739540F-D814-437B-88AC-453BBE0AB379.jpg,NORTH_EAST,0.7603207230567932,DAYLIGHT,-73.95804,40.713774,42489993,42481938,SECONDARY,6.312439228945116e+17,604222325151236095,POINT (995882.2690753185 199326.60384343445)
731174,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7223d4d31e7a2852a820202ff54dd9cc.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded.",,1,1,nlbx_7223d4d31e7a2852a820202ff54dd9cc,42874,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/d56d2/fod_AEDA3E4A-1EC8-4881-9CFB-50E17C1F0CA7.jpg,26.96878242492676,1695990159171,-14400,631243922894923775,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/d56d2/fod_AEDA3E4A-1EC8-4881-9CFB-50E17C1F0CA7.jpg,NORTH_EAST,0.7022956013679504,DAYLIGHT,-73.955692,40.710534,479716583,479716584,MOTORWAY,6.312439228949238e+17,604222325151236095,POINT (996533.7900872679 198146.4934349909)
732422,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_00912b78ade6a170b24606f87b8a34b5.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_00912b78ade6a170b24606f87b8a34b5,12841,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f2dc7/fod_48ABAE55-2B09-45DD-9B5B-FFBF22725924.jpg,333.75,1695990734640,-14400,631243920551471615,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f2dc7/fod_48ABAE55-2B09-45DD-9B5B-FFBF22725924.jpg,NORTH_WEST,0.7627127170562744,DAYLIGHT,-73.764733,40.732406,42798875,9826103655,MOTORWAY_LINK,6.312439205514716e+17,604222322869534719,POINT (1049453.3111249146 206199.68963376246)
732492,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a6d08b23062b8bfb586584fac27e4bcd.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is closed to vehicles.",,1,1,nlbx_a6d08b23062b8bfb586584fac27e4bcd,23680,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/4bfb3/fod_9C9610C3-EA87-4A7C-900C-A8A57291D861.jpg,91.1875,1696008389495,-14400,631243923016423423,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/4bfb3/fod_9C9610C3-EA87-4A7C-900C-A8A57291D861.jpg,EAST,0.7747607231140137,DAYLIGHT,-73.83658,40.778629,274190585,405835098,UNCLASSIFIED,6.312439230164234e+17,604222325285453823,POINT (1029509.7809484659 222994.8456241923)
732645,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_95e8d783a603a3672ee3474b5b66c055.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for drivers and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles driving through it.",,1,1,nlbx_95e8d783a603a3672ee3474b5b66c055,28060,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/9624f/fod_E653FA63-BF3E-47E7-8F5C-1CA683F25437.jpg,71.46599578857422,1696022459293,-14400,631243919476140543,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/9624f/fod_E653FA63-BF3E-47E7-8F5C-1CA683F25437.jpg,EAST,0.755585253238678,DAYLIGHT,-73.872457,40.856266,42720445,471202021,TRUNK,6.312439194761405e+17,604222321795792895,POINT (1019532.306437723 251264.20453012883)
732730,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cc6205c9fabd74e2f5a4d09dc18f1dd6.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of a 'No Parking' sign indicating a temporary restriction due to the flooding.",,1,1,nlbx_cc6205c9fabd74e2f5a4d09dc18f1dd6,14219,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/22799/fod_2344043A-9567-4392-817C-84A7681419C7.jpg,286.5,1696014121004,-14400,631243920520945151,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/22799/fod_2344043A-9567-4392-817C-84A7681419C7.jpg,WEST,0.8888756632804871,DAYLIGHT,-73.739364,40.7293,4202594033,4202594036,PRIMARY,6.312439205209452e+17,604222322869534719,POINT (1056487.5708866313 205087.9899607574)
733752,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_011ab18a632670c8da85dfd665a19c5a.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a hazardous condition.",,1,1,nlbx_011ab18a632670c8da85dfd665a19c5a,472,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/b91c6/fod_DEE9E806-C563-43F6-95B2-5047C532BC97.jpg,273.5,1696021197735,-14400,631243934230047231,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/b91c6/fod_DEE9E806-C563-43F6-95B2-5047C532BC97.jpg,WEST,0.9171293377876282,DAYLIGHT,-73.807394,40.590987,5123190917,5123190918,PRIMARY,6.312439342300472e+17,604222336559742975,POINT (1037743.3217604412 154647.96392540992)
733812,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_85a08b80b68e63383e777b091de71807.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the wheels of the cars.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles driving through it.",,1,1,nlbx_85a08b80b68e63383e777b091de71807,46967,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c036c/fod_6AFFAF98-7DCE-41EA-9C45-B8EAF0FF4142.jpg,17.8125,1696015776864,-14400,631243922083787775,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c036c/fod_6AFFAF98-7DCE-41EA-9C45-B8EAF0FF4142.jpg,NORTH,0.8090635538101196,DAYLIGHT,-73.9438,40.844966,7911412098,2032551989,SECONDARY,6.312439220837878e+17,604222324345929727,POINT (999799.247604732 247126.45524359844)
733876,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_84aad920e1cb2ae3d87bee3ca753360e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible waterline on the side of the road.",,1,1,nlbx_84aad920e1cb2ae3d87bee3ca753360e,26657,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/42d83/fod_4C0B5B49-3476-45F8-B6DF-F440D560E433.jpg,186.2657470703125,1696007603027,-14400,631243923286270463,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/42d83/fod_4C0B5B49-3476-45F8-B6DF-F440D560E433.jpg,SOUTH,0.7781399488449097,DAYLIGHT,-73.916557,40.802751,9156942232,471244278,MOTORWAY,6.312439232862705e+17,604222325553889279,POINT (1007351.4496210186 231752.05351689365)
734738,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9a882411493495482dad1ca077248a3f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the streets, which is evident from the submerged vehicles and the reflective surfaces of the water on the road.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_9a882411493495482dad1ca077248a3f,52111,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/fca89/fod_122345D9-EEE9-40DD-907A-E8A98F71974C.jpg,169.90364224992717,1695994270316,-14400,631243922752034303,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/fca89/fod_122345D9-EEE9-40DD-907A-E8A98F71974C.jpg,SOUTH,0.690011739730835,DAYLIGHT,-73.982563,40.76398,8785244261,8785244242,TERTIARY,6.312439227520343e+17,604222325017018367,POINT (989080.2391833888 217615.93539603418)
735893,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3bab5b388f3478202f80ff5f7739c77c.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible puddles.",,1,1,nlbx_3bab5b388f3478202f80ff5f7739c77c,29111,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/dc12f/fod_4E230F11-0052-43F7-9AE9-388B11C8EFB4.jpg,318.20147705078125,1695999642086,-14400,631243923158352383,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/dc12f/fod_4E230F11-0052-43F7-9AE9-388B11C8EFB4.jpg,NORTH_WEST,0.7367566227912903,DAYLIGHT,-73.831369,40.726029,6202733727,6202733553,MOTORWAY,6.312439231583524e+17,604222325419671551,POINT (1030989.8929734998 203833.74581420576)
