,image_path,q1,q2,response_1,response_2,Unnamed: 0.1,sentiment_1,sentiment_2,frame_id,,frame_url,camera_heading,captured_at,timezone_offset,h3_index_res12,thumbnail_url,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude,osm_info.osm_node_id_from,osm_info.osm_node_id_to,osm_info.road_type,h3_12,h3_index_res06,geometry,choice,pred,tp,fp,tn,fn
838011,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_bc1b6a200552083a941454b844f08651.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded.",,1,1,nlbx_bc1b6a200552083a941454b844f08651,35919,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/e63d6/fod_33BC700E-7FFE-484E-A6D0-D2589430A729.jpg,160.125,1695993446389,-14400,631243921461090815,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/e63d6/fod_33BC700E-7FFE-484E-A6D0-D2589430A729.jpg,SOUTH,0.660733699798584,DAYLIGHT,-73.967236,40.784492,2059304018,2059304015,SECONDARY,6.312439214610908e+17,604222323809058815,POINT (993323.2568782788 225090.3514404091),1.0,1.0,1.0,0.0,0.0,0.0
839505,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fefcf1ae249820b17ea9c1e7687fef89.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_fefcf1ae249820b17ea9c1e7687fef89,29579,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/1bf76/fod_49EC25A8-18CE-4479-8F07-9FB6231C2F2F.jpg,63.125,1696003479988,-14400,631243919476201983,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/1bf76/fod_49EC25A8-18CE-4479-8F07-9FB6231C2F2F.jpg,NORTH_EAST,0.7741427421569824,DAYLIGHT,-73.872943,40.856145,9918201325,42720445,PRIMARY,6.31243919476202e+17,604222321795792895,POINT (1019397.9276921498 251219.92405728166),1.0,1.0,1.0,0.0,0.0,0.0
840241,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2b33a25dce659c511e5bd0b96051ab59.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the submerged traffic cones and the depth of water visible around the construction machinery.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and construction equipment, indicating ongoing efforts to manage the flood.",,1,1,nlbx_2b33a25dce659c511e5bd0b96051ab59,2137,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/9c918/fod_ABB526AA-287C-4ABD-A6E1-E2DFC002ABC4.jpg,193.6507568359375,1695993058374,-14400,631243949786926079,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/9c918/fod_ABB526AA-287C-4ABD-A6E1-E2DFC002ABC4.jpg,SOUTH,0.819647490978241,DAYLIGHT,-74.009622,40.739417,42453485,593816275,SECONDARY,6.312439497869261e+17,604222352128999423,POINT (981583.508988125 208666.492248559),1.0,1.0,1.0,0.0,0.0,0.0
840655,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e5a21473a657e9bf2935b092408f8498.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street is flooded, as evidenced by the water covering the road and the visible reflections on the surface.",,1,1,nlbx_e5a21473a657e9bf2935b092408f8498,29660,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f2df4/fod_A99A0FF7-E8ED-4349-BBD4-585BBA8429EC.jpg,79.73448944091797,1696010311664,-14400,631243922524514303,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f2df4/fod_A99A0FF7-E8ED-4349-BBD4-585BBA8429EC.jpg,EAST,0.8220682740211487,DAYLIGHT,-73.851619,40.671011,7727562890,42890163,TRUNK,6.312439225245143e+17,604222324882800639,POINT (1025411.1204102953 183778.89822029584),1.0,1.0,1.0,0.0,0.0,0.0
842133,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_56dd3c78ddf58100d38838a61a641662.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water level reaching the wheels of the vehicles and the presence of standing water on the road.",,1,1,nlbx_56dd3c78ddf58100d38838a61a641662,34383,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/58887/fod_CF81475E-5B63-4A7B-90AC-1DF69F66D445.jpg,160.5,1696000519971,-14400,631243923289321983,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/58887/fod_CF81475E-5B63-4A7B-90AC-1DF69F66D445.jpg,SOUTH,0.709025502204895,DAYLIGHT,-73.929887,40.800083,371225088,3786728565,MOTORWAY,6.31243923289322e+17,604222325553889279,POINT (1003661.7651967763 230776.76874514262),1.0,1.0,1.0,0.0,0.0,0.0
843263,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c687e8d6d6b666117b51c6476959b465.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the wheels of the taxi in the foreground.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_c687e8d6d6b666117b51c6476959b465,38309,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/76a13/fod_EC79F439-76D8-4EDD-B11E-D7921989286D.jpg,130.17694091796875,1695993813820,-14400,631243921457513983,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/76a13/fod_EC79F439-76D8-4EDD-B11E-D7921989286D.jpg,SOUTH_EAST,0.7443786859512329,DAYLIGHT,-73.962801,40.781567,1901016118,42433927,SECONDARY,6.31243921457514e+17,604222323809058815,POINT (994551.8939332368 224025.16927547875),1.0,1.0,1.0,0.0,0.0,0.0
846844,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a1ed55fe990b811e042894cae6e01290.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant depth that can pose significant risks to vehicles and drivers.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible waterline on the vehicles.",,1,1,nlbx_a1ed55fe990b811e042894cae6e01290,15601,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/d3b8e/fod_ABE1C54E-511E-4331-B28F-5383D0BA5FEA.jpg,36.1875,1695997599123,-14400,631243922960955391,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/d3b8e/fod_ABE1C54E-511E-4331-B28F-5383D0BA5FEA.jpg,NORTH_EAST,0.7513504028320312,DAYLIGHT,-73.837822,40.762074,9181768444,274312219,MOTORWAY_LINK,6.312439229609554e+17,604222325285453823,POINT (1029176.9741155799 216962.68781475982),1.0,1.0,1.0,0.0,0.0,0.0
850211,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_44c110d8cf63e972eaa7be3bb3e6202c.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_44c110d8cf63e972eaa7be3bb3e6202c,1212,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/b8ed6/fod_4133BD58-0E9C-4641-9DF7-CDF539D07A51.jpg,137.0,1695996674947,-14400,631243934761282559,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/b8ed6/fod_4133BD58-0E9C-4641-9DF7-CDF539D07A51.jpg,SOUTH_EAST,0.8009453415870667,DAYLIGHT,-73.74204,40.639187,279200412,279200411,TRUNK,6.312439347612826e+17,604222337096613887,POINT (1055842.5967753616 172255.14306192432),1.0,1.0,1.0,0.0,0.0,0.0
851209,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1cb39238db3fef114c34e12a917a875b.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the surrounding grassy areas.",,1,1,nlbx_1cb39238db3fef114c34e12a917a875b,22482,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/1dbcb/fod_66DC4A1B-5676-4B18-AB4F-5996DD633262.jpg,31.375,1696006258971,-14400,631243923290966527,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/1dbcb/fod_66DC4A1B-5676-4B18-AB4F-5996DD633262.jpg,NORTH_EAST,0.7831865549087524,DAYLIGHT,-73.923861,40.79357,2346816279,2346816281,SERVICE,6.312439232909665e+17,604222325553889279,POINT (1005332.2169143218 228405.25738964626),1.0,1.0,1.0,0.0,0.0,0.0
851272,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f641aff197c95bf7ddf4d579745e6194.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the reflections on the wet surface.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_f641aff197c95bf7ddf4d579745e6194,25804,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/a8624/fod_C9E97EEE-C801-44B8-BAE7-DC500E29437E.jpg,261.34033475537365,1696004506150,-14400,631243951128733183,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/a8624/fod_C9E97EEE-C801-44B8-BAE7-DC500E29437E.jpg,WEST,0.7360305190086365,DAYLIGHT,-73.97072,40.626597,2282435322,2325962734,RESIDENTIAL,6.312439511287332e+17,604222353471176703,POINT (992377.73722735 167564.05290965483),1.0,1.0,1.0,0.0,0.0,0.0
855930,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2a5121429509607e63c76bcdb9aa3f27.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the submerged vehicle and the depth of the water reaching the wheels.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating a response to the flooding.",,1,1,nlbx_2a5121429509607e63c76bcdb9aa3f27,35915,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/4a8f7/fod_0C914A75-0C6A-436F-9491-176C26D7CA78.jpg,127.27446746826172,1695993605960,-14400,631243921461091839,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/4a8f7/fod_0C914A75-0C6A-436F-9491-176C26D7CA78.jpg,SOUTH_EAST,0.7381538152694702,DAYLIGHT,-73.96747,40.784631,2059304019,2059304018,SECONDARY,6.312439214610918e+17,604222323809058815,POINT (993258.4364548462 225140.96951160653),1.0,1.0,1.0,0.0,0.0,0.0
857583,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e51732c3dab19ccd859f38a6795b65cb.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_e51732c3dab19ccd859f38a6795b65cb,47014,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/36d58/fod_FB7476D1-E8BD-4CA6-92BA-676CAF9A567B.jpg,220.7594945835472,1696006441291,-14400,631243922733292543,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/36d58/fod_FB7476D1-E8BD-4CA6-92BA-676CAF9A567B.jpg,SOUTH_WEST,0.9483234286308287,DAYLIGHT,-73.922251,40.733063,9194885974,277386793,MOTORWAY_LINK,6.312439227332925e+17,604222325017018367,POINT (1005797.592011157 206360.9865692144),1.0,1.0,1.0,0.0,0.0,0.0
857602,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0925802d0a73eac9a6b166e1961cf16a.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant disruption to traffic flow.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_0925802d0a73eac9a6b166e1961cf16a,5637,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f703e/fod_F4353FE0-C2C3-45D6-8BC5-4AE245607549.jpg,94.25,1695999751931,-14400,631243934998028799,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f703e/fod_F4353FE0-C2C3-45D6-8BC5-4AE245607549.jpg,EAST,0.8649797439575195,DAYLIGHT,-73.79131,40.644749,8874420285,599036628,MOTORWAY_LINK,6.312439349980288e+17,604222337365049343,POINT (1042163.7149847384 174245.07492223475),1.0,1.0,1.0,0.0,0.0,0.0
861071,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8481e1d2dcc9555040a58a6dc1b949da.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant disruption to traffic.","Yes, the street is flooded, as evidenced by the water covering the road and the splashes of water around the vehicles.",,1,1,nlbx_8481e1d2dcc9555040a58a6dc1b949da,3083,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/6efc1/fod_CC703635-6951-4FD1-A09A-5FF543246582.jpg,327.75,1695990002171,-14400,631243923092974591,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/6efc1/fod_CC703635-6951-4FD1-A09A-5FF543246582.jpg,NORTH_WEST,0.7339650392532349,DAYLIGHT,-73.823921,40.713312,6402633819,7391805091,MOTORWAY,6.312439230929746e+17,604222325419671551,POINT (1033063.591691695 199204.6234117409),1.0,1.0,1.0,0.0,0.0,0.0
865738,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_06e64e0d1f2efab2bdee84ce57534ef8.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the splashes caused by the movement of the cars.","Yes, the street is flooded, as evidenced by the water splashing onto the road and the vehicles driving through it.",,1,1,nlbx_06e64e0d1f2efab2bdee84ce57534ef8,22415,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/5afb3/fod_7114D1E4-E06C-4D6D-BF78-54038D0DB931.jpg,208.0,1695996413791,-14400,631243922727294463,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/5afb3/fod_7114D1E4-E06C-4D6D-BF78-54038D0DB931.jpg,SOUTH_WEST,0.7651280164718628,DAYLIGHT,-73.949382,40.768388,9142744767,3785451348,MOTORWAY,6.312439227272945e+17,604222325017018367,POINT (998270.9555477056 219225.4966938698),1.0,1.0,1.0,0.0,0.0,0.0
867990,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4294d92413b29ebc696ca2b6f73de3bc.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the presence of vehicles navigating through it.",,1,1,nlbx_4294d92413b29ebc696ca2b6f73de3bc,47082,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/40b90/fod_C94D2FDD-6830-4121-B098-317676E8A3D4.jpg,165.9122772216797,1696000772217,-14400,631243922083776511,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/40b90/fod_C94D2FDD-6830-4121-B098-317676E8A3D4.jpg,SOUTH,0.727491021156311,DAYLIGHT,-73.94376,40.845467,7911399079,60927825,MOTORWAY_LINK,6.312439220837765e+17,604222324345929727,POINT (999810.197514439 247308.99515060766),1.0,1.0,1.0,0.0,0.0,0.0
869676,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6271c72bf47bef03f1c66404371e0712.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant traffic disruptions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_6271c72bf47bef03f1c66404371e0712,35899,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/75f62/fod_B8D94B6C-AE17-43CC-935E-B0399DA324D4.jpg,324.25,1695990491195,-14400,631243951172592127,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/75f62/fod_B8D94B6C-AE17-43CC-935E-B0399DA324D4.jpg,NORTH_WEST,0.8761256337165833,DAYLIGHT,-73.997145,40.66955,5882645173,5882645174,MOTORWAY,6.312439511725921e+17,604222353471176703,POINT (985041.9759952674 183211.6776798515),1.0,1.0,1.0,0.0,0.0,0.0
